monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,Cooking Allowed,Sauna,Gymnasium,Multipurpose hall,Minimart,Internet,Squash Court,Jogging Track,Club house,Washing Machine,Security,Barbeque area,Lift,Air-Cond,Playground,Swimming Pool,Tennis Court,Near KTM/LRT,location_bin
1700.0,Desa Pandan,Condominium,3,1.0,2.0,900,1,Kuala Lumpur,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,5
1300.0,Cheras,Condominium,3,1.0,2.0,865,1,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3
2000.0,Cheras,Service Residence,1,1.0,2.0,762,2,Kuala Lumpur,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,3
1500.0,Cheras,Condominium,3,2.0,2.0,1105,1,Kuala Lumpur,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,3
1600.0,Jalan Kuching,Condominium,3,1.0,2.0,1100,0,Kuala Lumpur,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,5
1500.0,Sentul,Condominium,3,1.0,2.0,850,1,Kuala Lumpur,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,4
800.0,Kepong,Apartment,3,1.0,2.0,866,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1500.0,Setapak,Condominium,3,1.0,2.0,800,1,Kuala Lumpur,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,4
1500.0,Cheras,Service Residence,1,2.0,1.0,618,2,Kuala Lumpur,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,3
1200.0,KL City,Apartment,3,1.0,2.0,805,1,Kuala Lumpur,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,6
2000.0,Cheras,Service Residence,2,2.0,2.0,833,2,Kuala Lumpur,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,3
2300.0,Cheras,Service Residence,3,2.0,2.0,1166,2,Kuala Lumpur,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,3
1450.0,Cheras,Condominium,3,2.0,2.0,1200,1,Kuala Lumpur,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,3
1500.0,Sentul,Service Residence,3,2.0,2.0,1002,1,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2300.0,Cheras,Condominium,3,2.0,2.0,893,2,Kuala Lumpur,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,3
1500.0,Wangsa Maju,Condominium,4,1.0,2.0,1100,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,4
2600.0,Sentul,Condominium,3,2.0,3.0,1300,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1300.0,Bukit Jalil,Apartment,3,1.0,2.0,1100,0,Kuala Lumpur,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3
2500.0,Jalan Kuching,Condominium,3,3.0,2.0,1050,2,Kuala Lumpur,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,5
1500.0,Jalan Kuching,Condominium,2,1.0,2.0,870,1,Kuala Lumpur,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,5
1200.0,KLCC,Apartment,4,0.0,2.0,900,2,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1600.0,Cheras,Condominium,4,1.0,2.0,1142,1,Kuala Lumpur,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,3
1700.0,Kepong,Service Residence,3,2.0,2.0,953,0,Kuala Lumpur,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1500.0,Kepong,Condominium,3,2.0,3.0,1144,1,Kuala Lumpur,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,3
1200.0,Sentul,Condominium,2,0.0,2.0,856,0,Kuala Lumpur,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4
1340.0,Sentul,Service Residence,3,0.0,2.0,1100,1,Kuala Lumpur,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4
2000.0,Kepong,Service Residence,3,2.0,2.0,1009,1,Kuala Lumpur,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1400.0,Sentul,Service Residence,3,2.0,2.0,1009,1,Kuala Lumpur,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,4
1200.0,Jalan Kuching,Service Residence,1,1.0,1.0,600,1,Kuala Lumpur,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5
1999.0,Mont Kiara,Service Residence,1,1.0,1.0,500,2,Kuala Lumpur,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,6
1200.0,Taman Melawati,Apartment,3,1.0,2.0,850,0,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1000.0,Desa Petaling,Condominium,3,1.0,2.0,765,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1400.0,Keramat,Condominium,3,1.0,2.0,900,0,Kuala Lumpur,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,5
1800.0,Setapak,Service Residence,3,1.0,3.0,1219,1,Kuala Lumpur,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,4
1800.0,Kepong,Service Residence,3,1.0,2.0,829,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1200.0,Sentul,Service Residence,2,1.0,1.0,646,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
900.0,Jalan Ipoh,Apartment,3,1.0,2.0,1100,0,Kuala Lumpur,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
2000.0,Jalan Ipoh,Service Residence,2,1.0,2.0,904,2,Kuala Lumpur,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,5
950.0,Taman Desa,Apartment,2,0.0,1.0,650,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
2100.0,Desa Pandan,Service Residence,3,1.0,2.0,950,1,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,5
2200.0,Old Klang Road,Service Residence,3,2.0,2.0,900,2,Kuala Lumpur,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,5
2299.0,Old Klang Road,Service Residence,3,2.0,2.0,852,1,Kuala Lumpur,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,5
1999.0,Old Klang Road,Service Residence,2,2.0,2.0,814,1,Kuala Lumpur,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,5
1300.0,Sungai Besi,Apartment,2,1.0,1.0,654,1,Kuala Lumpur,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4
1200.0,Taman Desa,Condominium,3,1.0,2.0,950,1,Kuala Lumpur,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,4
1700.0,Cheras,Condominium,3,2.0,2.0,1018,1,Kuala Lumpur,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3
1400.0,Cheras,Condominium,4,1.0,3.0,1000,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,3
1500.0,Cheras,Condominium,3,2.0,2.0,1080,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
2500.0,KLCC,Condominium,1,1.0,1.0,473,2,Kuala Lumpur,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,6
1900.0,Jalan Kuching,Service Residence,3,1.0,2.0,1295,2,Kuala Lumpur,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,5
1400.0,Wangsa Maju,Apartment,3,1.0,2.0,800,0,Kuala Lumpur,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,4
1500.0,Sri Petaling,Condominium,3,1.0,2.0,945,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
950.0,Kepong,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3
1199.0,Taman Desa,Condominium,3,1.0,2.0,946,1,Kuala Lumpur,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,4
1600.0,Cheras,Condominium,3,1.0,2.0,928,2,Kuala Lumpur,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,3
1200.0,Bukit Jalil,Apartment,3,1.0,2.0,800,1,Kuala Lumpur,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1100.0,Bukit Jalil,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3
900.0,Bukit Jalil,Apartment,3,1.0,2.0,667,1,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1800.0,Sentul,Condominium,3,1.0,2.0,800,2,Kuala Lumpur,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,4
2700.0,Cheras,Condominium,2,1.0,2.0,850,2,Kuala Lumpur,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3
1700.0,Cheras,Studio,1,1.0,1.0,712,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1500.0,Setapak,Condominium,3,1.0,2.0,1426,1,Kuala Lumpur,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,4
2700.0,Jalan Kuching,Condominium,3,1.0,2.0,1015,2,Kuala Lumpur,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,5
2000.0,Jalan Ipoh,Condominium,3,2.0,2.0,978,1,Kuala Lumpur,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,5
1400.0,Cheras,Condominium,4,2.0,3.0,1000,1,Kuala Lumpur,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3
2400.0,Titiwangsa,Condominium,3,0.0,2.0,1100,2,Kuala Lumpur,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,6
1500.0,Setapak,Condominium,3,1.0,2.0,1018,1,Kuala Lumpur,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,4
2100.0,Ampang,Service Residence,3,1.0,1.0,700,2,Kuala Lumpur,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3
1600.0,Setapak,Condominium,3,2.0,2.0,928,1,Kuala Lumpur,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,4
1000.0,Kepong,Apartment,3,1.0,1.0,750,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3
1800.0,Sentul,Condominium,3,1.0,2.0,800,2,Kuala Lumpur,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,4
1600.0,Jalan Ipoh,Service Residence,3,1.0,2.0,1009,2,Kuala Lumpur,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,5
1100.0,Old Klang Road,Condominium,3,1.0,2.0,1100,2,Kuala Lumpur,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,5
1600.0,Sri Petaling,Condominium,3,1.0,2.0,900,1,Kuala Lumpur,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4
2400.0,Titiwangsa,Condominium,3,0.0,2.0,1100,2,Kuala Lumpur,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,6
1300.0,Desa Pandan,Apartment,3,1.0,2.0,1000,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2200.0,Ampang Hilir,Condominium,2,1.0,1.0,890,2,Kuala Lumpur,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,6
1000.0,Wangsa Maju,Apartment,2,2.0,1.0,600,0,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4
1600.0,Setapak,Service Residence,3,1.0,2.0,926,0,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1700.0,Kuchai Lama,Condominium,3,1.0,2.0,1215,1,Kuala Lumpur,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,4
1300.0,Kepong,Apartment,3,1.0,2.0,800,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1700.0,Sentul,Condominium,4,2.0,2.0,1001,1,Kuala Lumpur,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,4
1300.0,Segambut,Service Residence,1,1.0,1.0,653,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1400.0,Kepong,Service Residence,4,2.0,2.0,932,0,Kuala Lumpur,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,3
2000.0,Taman Desa,Condominium,3,2.0,2.0,1200,2,Kuala Lumpur,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,4
1200.0,Setapak,Condominium,3,1.0,2.0,911,1,Kuala Lumpur,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,4
1400.0,Cheras,Condominium,3,2.0,2.0,947,1,Kuala Lumpur,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,3
1500.0,Cheras,Condominium,3,1.0,2.0,1200,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1800.0,Setapak,Service Residence,3,1.0,2.0,884,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2500.0,KLCC,Service Residence,1,1.0,1.0,450,2,Kuala Lumpur,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,6
2400.0,Cheras,Service Residence,2,1.0,2.0,1168,1,Kuala Lumpur,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,3
1100.0,Ampang,Apartment,3,1.0,2.0,750,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1700.0,Cheras,Apartment,3,2.0,2.0,807,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2700.0,Cheras,Service Residence,2,1.0,2.0,736,2,Kuala Lumpur,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,3
1300.0,Ampang,Apartment,3,1.0,2.0,871,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
1300.0,Bukit Jalil,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1600.0,Setapak,Apartment,3,1.0,2.0,969,1,Kuala Lumpur,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,4
1200.0,Bukit Jalil,Condominium,3,1.0,2.0,850,1,Kuala Lumpur,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1000.0,Setapak,Condominium,3,0.0,2.0,803,0,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2000.0,Old Klang Road,Condominium,3,2.0,2.0,1202,2,Kuala Lumpur,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,5
900.0,Kepong,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3
1800.0,Sentul,Condominium,3,1.0,2.0,900,2,Kuala Lumpur,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,4
1700.0,Setapak,Apartment,3,1.0,2.0,885,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2000.0,Cheras,Condominium,4,1.0,2.0,1280,2,Kuala Lumpur,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,3
2000.0,Setapak,Apartment,4,2.0,2.0,950,2,Kuala Lumpur,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,4
900.0,Cheras,Apartment,3,0.0,2.0,700,1,Kuala Lumpur,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1000.0,Bukit Jalil,Condominium,1,1.0,1.0,650,1,Kuala Lumpur,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,3
1300.0,Cheras,Condominium,3,1.0,2.0,750,1,Kuala Lumpur,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,3
1700.0,Cheras,Service Residence,3,1.0,2.0,819,1,Kuala Lumpur,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,3
1300.0,Desa Pandan,Apartment,3,1.0,2.0,900,2,Kuala Lumpur,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,5
2500.0,Old Klang Road,Condominium,3,1.0,2.0,1200,2,Kuala Lumpur,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,5
1300.0,Bandar Menjalara,Condominium,3,1.0,2.0,1076,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4
2200.0,Pudu,Condominium,3,1.0,2.0,1060,1,Kuala Lumpur,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,5
1400.0,Cheras,Service Residence,2,2.0,2.0,650,0,Kuala Lumpur,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,3
1700.0,Old Klang Road,Condominium,2,1.0,2.0,911,2,Kuala Lumpur,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,5
2500.0,Sentul,Service Residence,2,1.0,2.0,999,2,Kuala Lumpur,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,4
2400.0,Sentul,Condominium,3,2.0,2.0,1000,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2000.0,Sentul,Service Residence,2,1.0,1.0,646,2,Kuala Lumpur,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,4
1750.0,Sentul,Condominium,1,1.0,1.0,600,2,Kuala Lumpur,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,4
1800.0,Jalan Ipoh,Service Residence,3,1.0,2.0,859,2,Kuala Lumpur,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5
1599.0,Kepong,Service Residence,3,1.0,2.0,920,1,Kuala Lumpur,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,3
2300.0,Cheras,Condominium,3,2.0,2.0,893,2,Kuala Lumpur,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,3
2700.0,Sentul,Condominium,3,1.0,3.0,1200,2,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,4
2000.0,KL City,Service Residence,1,1.0,2.0,911,2,Kuala Lumpur,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,6
1000.0,Kepong,Condominium,3,1.0,2.0,903,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2100.0,Wangsa Maju,Service Residence,3,2.0,2.0,1085,1,Kuala Lumpur,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,4
1200.0,KL City,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,6
1300.0,Taman Desa,Condominium,3,1.0,2.0,850,1,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,4
1000.0,Desa Pandan,Condominium,1,1.0,1.0,750,1,Kuala Lumpur,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,5
1400.0,Desa Pandan,Condominium,1,1.0,1.0,800,2,Kuala Lumpur,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,5
1799.0,Setapak,Condominium,3,1.0,2.0,900,2,Kuala Lumpur,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,4
1400.0,Setapak,Condominium,3,1.0,2.0,850,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2100.0,Bukit Bintang,Service Residence,2,1.0,2.0,750,2,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,6
1280.0,Cheras,Condominium,3,1.0,2.0,960,2,Kuala Lumpur,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3
1950.0,Jalan Kuching,Service Residence,3,1.0,2.0,900,2,Kuala Lumpur,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,5
530.0,Bukit Jalil,Condominium,1,0.0,1.0,500,2,Kuala Lumpur,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,3
2200.0,Setapak,Service Residence,3,2.0,2.0,1000,1,Kuala Lumpur,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,4
680.0,Bukit Jalil,Condominium,1,0.0,1.0,1000,2,Kuala Lumpur,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,3
1200.0,Kepong,Apartment,3,1.0,2.0,955,0,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,3
1700.0,Puchong,Service Residence,3,1.0,2.0,1181,1,Kuala Lumpur,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2
1000.0,Kepong,Apartment,3,1.0,2.0,800,0,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3
2000.0,Jalan Sultan Ismail,Service Residence,1,1.0,1.0,560,2,Kuala Lumpur,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6
780.0,Bukit Jalil,Condominium,1,0.0,1.0,1200,2,Kuala Lumpur,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,3
1700.0,KLCC,Condominium,1,1.0,1.0,350,2,Kuala Lumpur,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,6
1800.0,Bangsar South,Apartment,4,2.0,2.0,1100,1,Kuala Lumpur,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,5
1850.0,Sungai Besi,Service Residence,3,0.0,2.0,1041,2,Kuala Lumpur,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4
2000.0,KL City,Service Residence,1,1.0,2.0,910,2,Kuala Lumpur,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,6
1700.0,Setapak,Condominium,3,2.0,2.0,1313,0,Kuala Lumpur,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4
1950.0,Jalan Sultan Ismail,Service Residence,1,1.0,1.0,760,2,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,6
1500.0,Bukit Jalil,Condominium,3,1.0,2.0,800,1,Kuala Lumpur,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,3
2700.0,City Centre,Condominium,3,3.0,3.0,1323,2,Kuala Lumpur,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,6
850.0,Kepong,Apartment,3,1.0,2.0,837,0,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1900.0,Sungai Besi,Service Residence,2,2.0,2.0,1046,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2500.0,Cheras,Condominium,4,2.0,3.0,1200,2,Kuala Lumpur,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,3
2480.0,Kepong,Apartment,2,1.0,2.0,900,2,Kuala Lumpur,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,3
1600.0,Setapak,Apartment,3,1.0,2.0,1018,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1800.0,Setapak,Condominium,3,1.0,2.0,1100,2,Kuala Lumpur,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,4
2300.0,Kepong,Apartment,3,2.0,2.0,1216,2,Kuala Lumpur,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3
1800.0,Sentul,Condominium,2,2.0,2.0,800,1,Kuala Lumpur,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,4
1600.0,Jalan Ipoh,Service Residence,3,1.0,2.0,1009,2,Kuala Lumpur,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5
2700.0,Mont Kiara,Service Residence,1,1.0,1.0,672,2,Kuala Lumpur,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,6
1200.0,Sri Hartamas,Service Residence,1,1.0,1.0,500,2,Kuala Lumpur,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,5
1400.0,Segambut,Apartment,2,1.0,1.0,750,2,Kuala Lumpur,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,5
2800.0,Setapak,Condominium,4,2.0,3.0,1335,1,Kuala Lumpur,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,4
1599.0,Bukit Jalil,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
600.0,Cheras,Flat,2,0.0,1.0,650,0,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1750.0,Kepong,Condominium,3,2.0,2.0,1100,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1300.0,Kepong,Service Residence,3,1.0,2.0,808,2,Kuala Lumpur,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,3
1800.0,Sentul,Condominium,3,2.0,2.0,1300,1,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,4
1100.0,Pantai,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4
1500.0,Sentul,Condominium,3,1.0,2.0,850,1,Kuala Lumpur,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,4
2000.0,Sentul,Service Residence,3,1.0,2.0,850,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
700.0,Ampang,Apartment,1,1.0,1.0,830,2,Kuala Lumpur,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,3
2600.0,Taman Desa,Condominium,3,1.0,2.0,1005,2,Kuala Lumpur,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,4
1300.0,Sentul,Service Residence,2,1.0,2.0,650,1,Kuala Lumpur,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,4
