monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,Cooking Allowed,Sauna,Gymnasium,Multipurpose hall,Minimart,Internet,Squash Court,Jogging Track,Club house,Washing Machine,Security,Barbeque area,Lift,Air-Cond,Playground,Swimming Pool,Tennis Court,Near KTM/LRT,location_bin
2000.0,Sungai Besi,Condominium,3,2.0,2.0,1216,1,Kuala Lumpur,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,4
1100.0,Setapak,Condominium,3,1.0,2.0,850,0,Kuala Lumpur,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,4
1800.0,Setapak,Service Residence,3,2.0,2.0,1000,1,Kuala Lumpur,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,4
1450.0,Jalan Ipoh,Condominium,3,2.0,2.0,1200,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1350.0,Jalan Kuching,Condominium,3,1.0,2.0,1200,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1450.0,Keramat,Apartment,3,0.0,2.0,800,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1750.0,Keramat,Condominium,3,1.0,1.0,900,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1950.0,Jalan Kuching,Condominium,3,1.0,2.0,1200,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
750.0,Desa Petaling,Apartment,2,1.0,1.0,630,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1500.0,OUG,Service Residence,3,1.0,2.0,950,2,Kuala Lumpur,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,3
900.0,Ampang,Flat,3,0.0,2.0,751,0,Kuala Lumpur,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2200.0,Old Klang Road,Service Residence,4,2.0,2.0,1094,2,Kuala Lumpur,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,5
900.0,Kepong,Apartment,3,1.0,2.0,904,0,Kuala Lumpur,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,3
1200.0,Cheras,Apartment,3,0.0,2.0,985,0,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1350.0,Setapak,Condominium,3,1.0,2.0,800,1,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1400.0,Setapak,Condominium,3,1.0,2.0,800,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1200.0,Setapak,Condominium,3,2.0,2.0,800,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
720.0,Old Klang Road,Service Residence,1,1.0,1.0,1100,2,Kuala Lumpur,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,5
1200.0,Setapak,Condominium,3,2.0,2.0,800,1,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2400.0,Old Klang Road,Service Residence,3,1.0,2.0,883,2,Kuala Lumpur,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,5
1300.0,Setapak,Condominium,3,1.0,2.0,800,1,Kuala Lumpur,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,4
1950.0,Cheras,Condominium,3,2.0,3.0,943,2,Kuala Lumpur,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3
1200.0,Desa Petaling,Condominium,3,1.0,2.0,1046,1,Kuala Lumpur,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2
2050.0,Keramat,Condominium,3,2.0,2.0,1100,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1900.0,Cheras,Condominium,3,1.0,2.0,1104,1,Kuala Lumpur,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,3
1200.0,Bukit Jalil,Apartment,3,1.0,2.0,1200,0,Kuala Lumpur,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3
1400.0,Sentul,Service Residence,3,1.0,2.0,850,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1400.0,Sentul,Service Residence,3,1.0,2.0,850,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1750.0,Sentul,Apartment,3,1.0,2.0,876,2,Kuala Lumpur,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4
2650.0,Sentul,Service Residence,2,2.0,2.0,874,2,Kuala Lumpur,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,4
1600.0,Setapak,Apartment,4,2.0,2.0,1000,0,Kuala Lumpur,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,4
1500.0,Sentul,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4
900.0,Sentul,Apartment,2,0.0,1.0,570,0,Kuala Lumpur,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1700.0,Cheras,Condominium,3,1.0,2.0,1050,1,Kuala Lumpur,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3
1400.0,Setapak,Service Residence,3,0.0,2.0,925,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1200.0,Kepong,Condominium,3,1.0,2.0,650,1,Kuala Lumpur,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,3
1200.0,Damansara Heights,Service Residence,1,1.0,1.0,550,1,Kuala Lumpur,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,4
1300.0,Kepong,Condominium,3,1.0,2.0,1200,1,Kuala Lumpur,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,3
1400.0,Sentul,Condominium,3,1.0,2.0,1250,1,Kuala Lumpur,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,4
700.0,Kepong,Apartment,3,1.0,2.0,650,0,Kuala Lumpur,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,3
2100.0,Sri Hartamas,Service Residence,2,1.0,1.0,560,2,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,5
1800.0,Sentul,Apartment,3,1.0,2.0,1000,2,Kuala Lumpur,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,4
2800.0,Mont Kiara,Condominium,3,2.0,2.0,1400,2,Kuala Lumpur,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,6
1300.0,Bukit Jalil,Apartment,3,1.0,2.0,1068,2,Kuala Lumpur,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,3
1100.0,Pandan Indah,Apartment,3,1.0,2.0,1000,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2
1000.0,Cheras,Apartment,3,1.0,2.0,850,0,Kuala Lumpur,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,3
1900.0,Jalan Sultan Ismail,Condominium,2,0.0,1.0,1120,2,Kuala Lumpur,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,6
1500.0,Cheras,Condominium,3,2.0,2.0,943,1,Kuala Lumpur,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3
2100.0,Bukit Jalil,Condominium,4,1.0,2.0,900,2,Kuala Lumpur,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,3
600.0,Sungai Besi,Condominium,2,1.0,1.0,590,0,Kuala Lumpur,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,4
1000.0,Kepong,Apartment,3,0.0,2.0,950,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1000.0,Kepong,Apartment,3,1.0,2.0,950,1,Kuala Lumpur,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3
2350.0,KLCC,Service Residence,2,1.0,1.0,700,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1000.0,Kepong,Others,3,0.0,2.0,950,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2100.0,Kepong,Condominium,3,1.0,2.0,1050,2,Kuala Lumpur,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,3
1200.0,Setapak,Condominium,3,2.0,2.0,800,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1400.0,Sentul,Condominium,3,2.0,2.0,850,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1200.0,Sentul,Apartment,3,1.0,2.0,838,1,Kuala Lumpur,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,4
1400.0,Setapak,Condominium,3,1.0,2.0,800,1,Kuala Lumpur,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,4
1300.0,Old Klang Road,Apartment,3,1.0,2.0,1008,1,Kuala Lumpur,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,5
1800.0,Taman Desa,Condominium,3,2.0,2.0,921,1,Kuala Lumpur,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,4
2600.0,Sentul,Condominium,3,3.0,3.0,1237,1,Kuala Lumpur,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,4
1600.0,Ampang,Service Residence,1,1.0,1.0,520,2,Kuala Lumpur,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,3
800.0,Salak Selatan,Flat,3,0.0,2.0,700,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
2200.0,Old Klang Road,Condominium,2,1.0,2.0,914,2,Kuala Lumpur,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,5
1100.0,Taman Desa,Condominium,3,1.0,2.0,850,2,Kuala Lumpur,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,4
2000.0,Taman Desa,Service Residence,3,1.0,2.0,935,1,Kuala Lumpur,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,4
1400.0,Sentul,Service Residence,3,1.0,2.0,948,1,Kuala Lumpur,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,4
2000.0,Bukit Jalil,Condominium,4,1.0,3.0,1424,2,Kuala Lumpur,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,3
1850.0,Taman Melawati,Service Residence,2,1.0,1.0,700,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1200.0,Pandan Indah,Apartment,3,1.0,2.0,826,0,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1400.0,Sentul,Service Residence,3,1.0,2.0,948,1,Kuala Lumpur,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,4
2500.0,Cheras,Condominium,3,2.0,2.0,850,2,Kuala Lumpur,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,3
2199.0,Setapak,Service Residence,3,2.0,2.0,880,2,Kuala Lumpur,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,4
1600.0,Bukit Jalil,Apartment,3,1.0,2.0,850,1,Kuala Lumpur,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3
1200.0,Setapak,Condominium,1,1.0,1.0,614,1,Kuala Lumpur,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,4
2400.0,Desa Pandan,Condominium,2,1.0,2.0,900,2,Kuala Lumpur,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,5
2200.0,Wangsa Maju,Service Residence,3,2.0,2.0,1280,2,Kuala Lumpur,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,4
1799.0,Wangsa Maju,Apartment,3,1.0,2.0,770,2,Kuala Lumpur,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,4
1400.0,Cheras,Condominium,3,2.0,2.0,947,1,Kuala Lumpur,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3
1800.0,Bangsar,Condominium,2,1.0,1.0,890,2,Kuala Lumpur,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,6
1300.0,Setapak,Condominium,1,1.0,1.0,713,0,Kuala Lumpur,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,4
1000.0,Wangsa Maju,Apartment,2,1.0,1.0,600,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4
1100.0,Setapak,Condominium,1,1.0,1.0,592,0,Kuala Lumpur,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,4
2600.0,Sentul,Service Residence,2,2.0,2.0,794,2,Kuala Lumpur,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,4
1250.0,Desa Pandan,Apartment,3,1.0,2.0,900,0,Kuala Lumpur,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,5
1500.0,Sentul,Apartment,3,1.0,2.0,1000,1,Kuala Lumpur,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4
1300.0,Bukit Jalil,Apartment,4,1.0,2.0,1400,0,Kuala Lumpur,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3
1700.0,Cheras,Condominium,3,2.0,2.0,850,1,Kuala Lumpur,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,3
1800.0,Gombak,Service Residence,3,1.0,2.0,940,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1000.0,Wangsa Maju,Apartment,3,2.0,2.0,600,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4
602.0,Bukit Jalil,Condominium,2,1.0,1.0,592,0,Kuala Lumpur,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,3
1400.0,Sentul,Condominium,3,1.0,2.0,850,0,Kuala Lumpur,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,4
1280.0,KLCC,Apartment,3,1.0,2.0,990,1,Kuala Lumpur,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6
1200.0,Wangsa Maju,Flat,2,1.0,1.0,700,0,Kuala Lumpur,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4
1300.0,Cheras,Service Residence,2,1.0,2.0,650,1,Kuala Lumpur,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,3
1750.0,Taman Melawati,Apartment,2,2.0,2.0,972,1,Kuala Lumpur,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,6
2800.0,Bangsar South,Apartment,3,1.0,2.0,1323,2,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,5
850.0,Cheras,Apartment,3,0.0,2.0,650,0,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
900.0,Cheras,Apartment,2,1.0,1.0,640,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2500.0,Segambut,Service Residence,3,2.0,2.0,1019,0,Kuala Lumpur,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,5
600.0,Cheras,Apartment,3,1.0,1.0,570,0,Kuala Lumpur,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
1600.0,Sentul,Service Residence,3,1.0,2.0,850,2,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,4
2500.0,Wangsa Maju,Condominium,3,1.0,2.0,1184,1,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,4
1750.0,Cheras,Service Residence,3,2.0,2.0,819,0,Kuala Lumpur,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,3
1500.0,Cheras,Condominium,3,1.0,2.0,819,0,Kuala Lumpur,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,3
850.0,Kepong,Apartment,3,1.0,2.0,655,0,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
1200.0,Cheras,Flat,3,1.0,2.0,650,1,Kuala Lumpur,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3
2500.0,Taman Melawati,Condominium,3,2.0,2.0,1200,2,Kuala Lumpur,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,6
1300.0,Setapak,Service Residence,2,0.0,2.0,900,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
850.0,Bukit Jalil,Apartment,3,1.0,2.0,800,0,Kuala Lumpur,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1000.0,Bukit Jalil,Condominium,3,0.0,2.0,800,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1000.0,Kuchai Lama,Condominium,3,0.0,2.0,800,2,Kuala Lumpur,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4
1900.0,Cheras,Condominium,2,1.0,2.0,900,1,Kuala Lumpur,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,3
1600.0,Keramat,Condominium,3,1.0,2.0,925,1,Kuala Lumpur,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,5
850.0,Kepong,Flat,3,1.0,2.0,650,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1450.0,Setapak,Condominium,3,1.0,2.0,800,1,Kuala Lumpur,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,4
1000.0,Kepong,Condominium,3,1.0,2.0,962,1,Kuala Lumpur,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,3
1350.0,Segambut,Service Residence,2,1.0,2.0,852,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1000.0,Bukit Jalil,Apartment,3,1.0,2.0,850,0,Kuala Lumpur,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1600.0,Bukit Jalil,Condominium,3,1.0,3.0,1300,2,Kuala Lumpur,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,3
1400.0,Sentul,Apartment,3,1.0,2.0,1061,1,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1399.0,Cheras,Condominium,3,1.0,2.0,943,0,Kuala Lumpur,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3
2300.0,Old Klang Road,Service Residence,3,2.0,2.0,883,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
1400.0,Sentul,Condominium,3,1.0,2.0,890,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2000.0,Segambut,Service Residence,3,2.0,2.0,1023,0,Kuala Lumpur,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,5
1100.0,Sentul,Apartment,3,1.0,2.0,1000,2,Kuala Lumpur,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,4
1600.0,Gombak,Service Residence,3,1.0,2.0,842,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1500.0,Kepong,Service Residence,3,2.0,2.0,1027,1,Kuala Lumpur,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3
900.0,Wangsa Maju,Flat,2,1.0,1.0,600,0,Kuala Lumpur,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4
1500.0,Sentul,Condominium,3,1.0,2.0,850,1,Kuala Lumpur,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,4
1400.0,Sentul,Apartment,3,1.0,2.0,1001,1,Kuala Lumpur,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,4
1800.0,Jalan Kuching,Condominium,2,1.0,2.0,875,2,Kuala Lumpur,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,5
1600.0,Setapak,Apartment,3,1.0,2.0,884,0,Kuala Lumpur,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,4
1400.0,Sentul,Apartment,3,0.0,2.0,1061,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
900.0,Bukit Jalil,Condominium,2,1.0,1.0,775,2,Kuala Lumpur,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,3
1600.0,Cheras,Condominium,2,1.0,2.0,963,1,Kuala Lumpur,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,3
600.0,Cheras,Flat,3,0.0,1.0,650,0,Kuala Lumpur,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
1500.0,Sentul,Service Residence,3,2.0,2.0,1095,1,Kuala Lumpur,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,4
2700.0,Sri Petaling,Service Residence,3,2.0,3.0,855,2,Kuala Lumpur,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,4
1800.0,Cheras,Condominium,3,2.0,2.0,1130,0,Kuala Lumpur,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3
700.0,Kepong,Apartment,3,1.0,2.0,650,1,Kuala Lumpur,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,3
1300.0,Cheras,Apartment,3,1.0,2.0,1100,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3
950.0,Wangsa Maju,Apartment,2,0.0,1.0,700,0,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2300.0,Bukit Jalil,Condominium,3,2.0,2.0,1023,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2000.0,Sungai Besi,Condominium,3,2.0,2.0,839,2,Kuala Lumpur,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,4
1300.0,Cheras,Condominium,3,1.0,2.0,920,1,Kuala Lumpur,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,3
1500.0,Old Klang Road,Condominium,3,0.0,2.0,852,2,Kuala Lumpur,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
1200.0,Bukit Jalil,Apartment,3,1.0,2.0,850,0,Kuala Lumpur,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3
1800.0,Setapak,Service Residence,3,1.0,2.0,1000,1,Kuala Lumpur,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,4
1400.0,Kuchai Lama,Apartment,3,1.0,2.0,1100,1,Kuala Lumpur,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4
1100.0,Kepong,Apartment,3,1.0,2.0,800,1,Kuala Lumpur,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3
1500.0,Cheras,Condominium,3,1.0,2.0,926,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3
1700.0,Cheras,Condominium,3,2.0,2.0,943,1,Kuala Lumpur,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,3
1400.0,Jalan Ipoh,Condominium,4,1.0,2.0,1200,2,Kuala Lumpur,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,5
1900.0,Jalan Sultan Ismail,Condominium,3,1.0,2.0,1200,2,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2500.0,Ampang,Condominium,4,2.0,3.0,1264,1,Kuala Lumpur,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,3
1900.0,Jalan Ipoh,Condominium,3,2.0,2.0,977,1,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
2400.0,Old Klang Road,Service Residence,2,1.0,2.0,850,2,Kuala Lumpur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
1300.0,Wangsa Maju,Condominium,2,1.0,1.0,800,2,Kuala Lumpur,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4
1750.0,Bangsar South,Condominium,3,1.0,2.0,1100,1,Kuala Lumpur,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,5
700.0,Kepong,Apartment,3,1.0,2.0,750,0,Kuala Lumpur,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3
1750.0,Sentul,Apartment,3,1.0,2.0,876,1,Kuala Lumpur,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4
1200.0,Desa Petaling,Condominium,3,1.0,2.0,900,2,Kuala Lumpur,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,2
1900.0,Ampang,Service Residence,2,1.0,2.0,850,2,Kuala Lumpur,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,3
1140.0,Sentul,Apartment,3,1.0,2.0,838,1,Kuala Lumpur,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,4
1500.0,Pudu,Apartment,3,1.0,2.0,980,1,Kuala Lumpur,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,5
900.0,Cheras,Apartment,2,1.0,1.0,780,1,Kuala Lumpur,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
1250.0,Jalan Ipoh,Condominium,3,1.0,2.0,954,1,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5
2500.0,Wangsa Maju,Condominium,2,2.0,2.0,1033,1,Kuala Lumpur,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,4
900.0,Cheras,Service Residence,3,1.0,2.0,820,1,Kuala Lumpur,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,3
1100.0,Cheras,Condominium,1,1.0,1.0,717,1,Kuala Lumpur,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,3
2000.0,Cheras,Condominium,3,2.0,2.0,950,1,Kuala Lumpur,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,3
1500.0,Cheras,Condominium,1,2.0,1.0,618,2,Kuala Lumpur,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,3
1300.0,Cheras,Condominium,3,1.0,2.0,850,2,Kuala Lumpur,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,3
